Time	[0:22]	[0:23]	[0:24]	[0:25]	[0:26]	[12:1]	[12:2]	[12:3]	[12:4]	[12:6]	[12:7]	[12:8]	[12:9]	[12:10]	[12:11]	[13:0]	[13:2]	[13:4]	[13:6]	[14:21]	[14:22]	[14:23]	[14:24]	[14:25]	[35:12]	[36:12]	[37:12]	[38:12]	[39:12]
time	Std1LinSpdRef	Std2LinSpdRef	Std3LinSpdRef	Std4LinSpdRef	Std5LinSpdRef	InterStd12TenRef	InterStd23TenRef	InterStd34TenRef	InterStd45TenRef	InterStd01TenActFlt	InterStd12TenActFlt	InterStd23TenActFlt	InterStd34TenActFlt	InterStd45TenActFlt	InterStd5TenrTenActFlt	X0.ThkAct	X1.ThkAct	X4.ThkAct	X5A.ThkAct	Std1ThkRef	Std2ThkRef	Std3ThkRef	Std4ThkRef	Std5ThkRef	1#HgcSrgActOS	2#HgcSrgActOS	3#HgcSrgActOS	4#HgcSrgActOS	5#HgcSrgActOS	
21.69	116.013	185.857	285.199	474.051	714.899	17.832	11.762	7.928	4.94	10.7679	18.4105	12.1593	8.17034	5.2715	1.53477	2.18434	1.50702	0.368161	0.253527	1.505	0.934	0.607	0.37	0.252	1.783	0.776978	0.630219	1.1969	2.90739
21.692	116.013	185.857	285.199	474.051	714.899	17.832	11.762	7.928	4.94	10.7679	18.4105	12.1593	8.17034	5.2715	1.53477	2.18434	1.50702	0.368161	0.253527	1.505	0.934	0.607	0.37	0.252	1.783	0.776978	0.630219	1.1969	2.90739
21.694	116.013	185.857	285.199	474.051	714.899	17.832	11.762	7.928	4.94	10.7679	18.4105	12.1593	8.17034	5.2715	1.53477	2.18434	1.50702	0.368161	0.253527	1.505	0.934	0.607	0.37	0.252	1.783	0.776978	0.630219	1.1969	2.90739
21.696	116.013	185.857	285.199	474.051	714.899	17.832	11.762	7.928	4.94	10.7679	18.4105	12.1593	8.17034	5.2715	1.53477	2.18434	1.50702	0.368161	0.253527	1.505	0.934	0.607	0.37	0.252	1.783	0.776978	0.630219	1.1969	2.90739
21.698	116.013	185.857	285.199	474.051	714.899	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777634	0.63002	1.19602	2.90572
21.7	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777634	0.63002	1.19602	2.90572
21.702	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777634	0.63002	1.19602	2.90572
21.704	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777634	0.63002	1.19602	2.90572
21.706	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777954	0.629227	1.19518	2.90382
21.708	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777954	0.629227	1.19518	2.90382
21.71	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777954	0.629227	1.19518	2.90382
21.712	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777954	0.629227	1.19518	2.90382
21.714	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253601	1.505	0.934	0.607	0.37	0.252	1.783	0.777954	0.629227	1.19518	2.90382
21.716	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253671	1.505	0.934	0.607	0.37	0.252	1.783	0.778625	0.629028	1.19409	2.90331
21.718	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253671	1.505	0.934	0.607	0.37	0.252	1.783	0.778625	0.629028	1.19409	2.90331
21.72	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253671	1.505	0.934	0.607	0.37	0.252	1.783	0.778625	0.629028	1.19409	2.90331
21.722	115.665	185.404	284.503	472.895	714.499	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253671	1.505	0.934	0.607	0.37	0.252	1.783	0.778625	0.629028	1.19409	2.90331
21.724	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253714	1.505	0.934	0.607	0.37	0.252	1.783	0.778946	0.629013	1.19357	2.90367
21.726	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253714	1.505	0.934	0.607	0.37	0.252	1.783	0.778946	0.629013	1.19357	2.90367
21.728	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253714	1.505	0.934	0.607	0.37	0.252	1.783	0.778946	0.629013	1.19357	2.90367
21.73	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253714	1.505	0.934	0.607	0.37	0.252	1.783	0.778946	0.629013	1.19357	2.90367
21.732	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.18434	1.50458	0.368161	0.253714	1.505	0.934	0.607	0.37	0.252	1.783	0.778946	0.629013	1.19357	2.90367
21.734	115.573	185.302	284.346	472.634	714.099	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.1819	1.50458	0.368161	0.253727	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19299	2.90422
21.736	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.1819	1.50458	0.368161	0.253727	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19299	2.90422
21.738	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.1819	1.50458	0.368161	0.253727	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19299	2.90422
21.74	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.1819	1.50458	0.368161	0.253727	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19299	2.90422
21.742	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7574	18.4999	12.1823	8.14409	5.25172	1.53435	2.1819	1.50458	0.368161	0.253727	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19299	2.90422
21.744	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253676	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19335	2.90363
21.746	115.467	185.199	284.188	472.371	713.699	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253676	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19335	2.90363
21.748	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253676	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19335	2.90363
21.75	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253676	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629013	1.19335	2.90363
21.752	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253614	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629654	1.19387	2.90292
21.754	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253614	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629654	1.19387	2.90292
21.756	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253614	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629654	1.19387	2.90292
21.758	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253614	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629654	1.19387	2.90292
21.76	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.1819	1.50458	0.368161	0.253614	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.629654	1.19387	2.90292
21.762	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.25361	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.630386	1.19481	2.90232
21.764	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.25361	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.630386	1.19481	2.90232
21.766	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.25361	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.630386	1.19481	2.90232
21.768	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.25361	1.505	0.934	0.607	0.37	0.252	1.783	0.778992	0.630386	1.19481	2.90232
21.77	115.584	185.411	284.514	472.913	713.299	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.253644	1.505	0.934	0.607	0.37	0.252	1.78378	0.778992	0.630936	1.19557	2.90228
21.772	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.253644	1.505	0.934	0.607	0.37	0.252	1.78378	0.778992	0.630936	1.19557	2.90228
21.774	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.253644	1.505	0.934	0.607	0.37	0.252	1.78378	0.778992	0.630936	1.19557	2.90228
21.776	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.253644	1.505	0.934	0.607	0.37	0.252	1.78378	0.778992	0.630936	1.19557	2.90228
21.778	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.7765	18.4975	12.2172	8.15483	5.24311	1.51644	2.18434	1.50458	0.370612	0.253644	1.505	0.934	0.607	0.37	0.252	1.78378	0.778992	0.630936	1.19557	2.90228
21.78	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253721	1.505	0.934	0.607	0.37	0.252	1.78398	0.778992	0.631866	1.19592	2.90314
21.782	115.899	185.94	285.325	474.262	712.899	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253721	1.505	0.934	0.607	0.37	0.252	1.78398	0.778992	0.631866	1.19592	2.90314
21.784	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253721	1.505	0.934	0.607	0.37	0.252	1.78398	0.778992	0.631866	1.19592	2.90314
21.786	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253721	1.505	0.934	0.607	0.37	0.252	1.78398	0.778992	0.631866	1.19592	2.90314
21.788	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253783	1.505	0.934	0.607	0.37	0.252	1.784	0.778992	0.632782	1.19595	2.90412
21.79	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253783	1.505	0.934	0.607	0.37	0.252	1.784	0.778992	0.632782	1.19595	2.90412
21.792	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253783	1.505	0.934	0.607	0.37	0.252	1.784	0.778992	0.632782	1.19595	2.90412
21.794	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253783	1.505	0.934	0.607	0.37	0.252	1.784	0.778992	0.632782	1.19595	2.90412
21.796	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253783	1.505	0.934	0.607	0.37	0.252	1.784	0.778992	0.632782	1.19595	2.90412
21.798	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253825	1.505	0.934	0.607	0.37	0.252	1.784	0.778076	0.63298	1.19508	2.90338
21.8	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253825	1.505	0.934	0.607	0.37	0.252	1.784	0.778076	0.63298	1.19508	2.90338
21.802	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253825	1.505	0.934	0.607	0.37	0.252	1.784	0.778076	0.63298	1.19508	2.90338
21.804	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253825	1.505	0.934	0.607	0.37	0.252	1.784	0.778076	0.63298	1.19508	2.90338
21.806	115.913	185.919	285.293	474.208	712.499	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253825	1.505	0.934	0.607	0.37	0.252	1.784	0.778076	0.63298	1.19508	2.90338
21.808	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.777359	0.633865	1.19408	2.9024
21.81	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.777359	0.633865	1.19408	2.9024
21.812	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.777359	0.633865	1.19408	2.9024
21.814	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.777359	0.633865	1.19408	2.9024
21.816	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.776382	0.633987	1.19357	2.90228
21.818	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.776382	0.633987	1.19357	2.90228
21.82	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.776382	0.633987	1.19357	2.90228
21.822	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.776382	0.633987	1.19357	2.90228
21.824	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8095	18.4773	12.2545	8.14536	5.2424	1.49441	2.1819	1.50458	0.370612	0.253856	1.505	0.934	0.607	0.37	0.252	1.784	0.776382	0.633987	1.19357	2.90228
21.826	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.373062	0.253851	1.505	0.934	0.607	0.37	0.252	1.78464	0.77565	0.634003	1.19299	2.90134
21.828	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.373062	0.253851	1.505	0.934	0.607	0.37	0.252	1.78464	0.77565	0.634003	1.19299	2.90134
21.83	115.663	185.46	284.588	473.036	711.699	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.373062	0.253851	1.505	0.934	0.607	0.37	0.252	1.78464	0.77565	0.634003	1.19299	2.90134
21.832	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.373062	0.253851	1.505	0.934	0.607	0.37	0.252	1.78464	0.77565	0.634003	1.19299	2.90134
21.834	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.370612	0.253791	1.505	0.934	0.607	0.37	0.252	1.78495	0.775085	0.634003	1.19382	2.90206
21.836	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.370612	0.253791	1.505	0.934	0.607	0.37	0.252	1.78495	0.775085	0.634003	1.19382	2.90206
21.838	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.370612	0.253791	1.505	0.934	0.607	0.37	0.252	1.78495	0.775085	0.634003	1.19382	2.90206
21.84	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.370612	0.253791	1.505	0.934	0.607	0.37	0.252	1.78495	0.775085	0.634003	1.19382	2.90206
21.842	115.459	185.113	284.056	472.152	711.299	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.1819	1.50458	0.370612	0.253791	1.505	0.934	0.607	0.37	0.252	1.78495	0.775085	0.634003	1.19382	2.90206
21.844	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.25372	1.505	0.934	0.607	0.37	0.252	1.785	0.774078	0.633606	1.19394	2.90225
21.846	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.25372	1.505	0.934	0.607	0.37	0.252	1.785	0.774078	0.633606	1.19394	2.90225
21.848	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.25372	1.505	0.934	0.607	0.37	0.252	1.785	0.774078	0.633606	1.19394	2.90225
21.85	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.25372	1.505	0.934	0.607	0.37	0.252	1.785	0.774078	0.633606	1.19394	2.90225
21.852	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.253654	1.505	0.934	0.607	0.37	0.252	1.785	0.773376	0.633057	1.19395	2.90227
21.854	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.253654	1.505	0.934	0.607	0.37	0.252	1.785	0.773376	0.633057	1.19395	2.90227
21.856	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.253654	1.505	0.934	0.607	0.37	0.252	1.785	0.773376	0.633057	1.19395	2.90227
21.858	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.253654	1.505	0.934	0.607	0.37	0.252	1.785	0.773376	0.633057	1.19395	2.90227
21.86	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8551	18.4639	12.267	8.13013	5.24279	1.47468	2.17945	1.50458	0.373062	0.253654	1.505	0.934	0.607	0.37	0.252	1.785	0.773376	0.633057	1.19395	2.90227
21.862	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.1819	1.50702	0.373062	0.253548	1.505	0.934	0.607	0.37	0.252	1.78592	0.772614	0.633011	1.19395	2.90148
21.864	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.1819	1.50702	0.373062	0.253548	1.505	0.934	0.607	0.37	0.252	1.78592	0.772614	0.633011	1.19395	2.90148
21.866	115.158	184.615	283.292	470.882	710.899	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.1819	1.50702	0.373062	0.253548	1.505	0.934	0.607	0.37	0.252	1.78592	0.772614	0.633011	1.19395	2.90148
21.868	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.1819	1.50702	0.373062	0.253548	1.505	0.934	0.607	0.37	0.252	1.78592	0.772614	0.633011	1.19395	2.90148
21.87	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.1819	1.50702	0.373062	0.253548	1.505	0.934	0.607	0.37	0.252	1.78592	0.772614	0.633011	1.19395	2.90148
21.872	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.370612	0.253408	1.505	0.934	0.607	0.37	0.252	1.78599	0.772079	0.633011	1.19308	2.90128
21.874	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.370612	0.253408	1.505	0.934	0.607	0.37	0.252	1.78599	0.772079	0.633011	1.19308	2.90128
21.876	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.370612	0.253408	1.505	0.934	0.607	0.37	0.252	1.78599	0.772079	0.633011	1.19308	2.90128
21.878	115.287	184.824	283.613	471.416	710.499	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.370612	0.253408	1.505	0.934	0.607	0.37	0.252	1.78599	0.772079	0.633011	1.19308	2.90128
21.88	115.417	185.036	283.937	471.955	710.099	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.370612	0.253408	1.505	0.934	0.607	0.37	0.252	1.78599	0.772079	0.633011	1.19308	2.90128
21.882	115.417	185.036	283.937	471.955	710.099	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.373062	0.253258	1.505	0.934	0.607	0.37	0.252	1.78639	0.772003	0.633011	1.19218	2.90167
21.884	115.417	185.036	283.937	471.955	710.099	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.373062	0.253258	1.505	0.934	0.607	0.37	0.252	1.78639	0.772003	0.633011	1.19218	2.90167
21.886	115.417	185.036	283.937	471.955	710.099	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.373062	0.253258	1.505	0.934	0.607	0.37	0.252	1.78639	0.772003	0.633011	1.19218	2.90167
21.888	115.417	185.036	283.937	471.955	710.099	17.832	11.762	7.928	4.94	10.8977	18.5215	12.2151	8.09999	5.24318	1.46623	2.18434	1.50458	0.373062	0.253258	1.505	0.934	0.607	0.37	0.252	1.78639	0.772003	0.633011	1.19218	2.90167
